"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Indiana","Sullivan",2018,150,119,31,0,0,0,0,91,57,33,0,0,0,0,150,0
"Indiana","Tippecanoe",2018,245,200,45,0,0,0,0,75,54,35,0,0,0,0,245,0
"Indiana","Vanderburgh",2018,273,191,79,3,0,0,0,143,64,43,0,0,171,0,102,0
"Indiana","Vigo",2018,273,186,84,3,0,0,0,115,64,43,0,0,151,20,102,0
"Indiana","Wabash",2018,241,198,38,5,0,0,0,129,64,41,0,0,241,0,0,0
"Indiana","Warrick",2018,273,232,38,3,0,0,0,126,61,39,0,0,273,0,0,0
"Indiana","Whitley",2018,244,203,41,0,0,0,0,81,55,32,0,0,0,0,244,0
"Iowa","Black Hawk",2018,304,207,97,0,0,0,0,81,61,42,0,0,0,0,304,0
"Iowa","Bremer",2018,245,224,19,2,0,0,0,112,50,37,0,0,245,0,0,0
"Iowa","Cerro Gordo",2018,97,97,0,0,0,0,0,46,31,16,0,0,0,0,0,97
"Iowa","Clinton",2018,304,206,98,0,0,0,0,100,64,43,0,0,145,2,157,0
"Iowa","Harrison",2018,245,213,30,2,0,0,0,101,58,39,0,0,245,0,0,0
"Iowa","Johnson",2018,304,246,58,0,0,0,0,79,56,37,0,0,0,0,304,0
"Iowa","Lee",2018,101,84,17,0,0,0,0,76,54,34,0,0,0,0,101,0
"Iowa","Linn",2018,305,206,95,4,0,0,0,129,64,44,1,0,149,3,151,1
"Iowa","Montgomery",2018,304,226,78,0,0,0,0,93,61,40,0,0,149,0,155,0
"Iowa","Muscatine",2018,304,208,96,0,0,0,0,77,61,42,0,0,0,2,301,1
"Iowa","Palo Alto",2018,304,218,84,2,0,0,0,115,62,43,0,0,160,0,144,0
"Iowa","Polk",2018,305,231,72,2,0,0,0,112,61,40,1,4,204,0,96,0
"Iowa","Pottawattamie",2018,106,83,22,1,0,0,0,102,56,33,0,0,0,0,97,9
"Iowa","Scott",2018,305,138,163,4,0,0,0,108,71,52,1,0,63,0,158,83
"Iowa","Van Buren",2018,298,225,73,0,0,0,0,100,59,39,0,0,178,0,120,0
"Iowa","Woodbury",2018,101,90,11,0,0,0,0,92,53,32,0,0,0,0,101,0
"Kansas","Chase",2018,20,20,0,0,0,0,0,46,43,20,0,0,0,0,20,0
"Kansas","Ford",2018,180,175,4,1,0,0,0,129,35,19,0,0,0,0,0,180
"Kansas","Johnson",2018,179,149,30,0,0,0,0,87,59,40,0,0,141,0,38,0
"Kansas","Leavenworth",2018,179,151,28,0,0,0,0,100,64,37,0,0,179,0,0,0
"Kansas","Neosho",2018,181,152,29,0,0,0,0,87,58,40,0,0,158,0,19,4
"Kansas","Sedgwick",2018,181,122,59,0,0,0,0,100,64,44,0,9,115,0,25,32
"Kansas","Shawnee",2018,181,123,58,0,0,0,0,99,63,45,0,0,86,0,95,0
"Kansas","Sherman",2018,174,169,5,0,0,0,0,91,32,14,0,0,0,0,0,174
"Kansas","Sumner",2018,181,146,35,0,0,0,0,90,61,41,0,0,158,0,19,4
"Kansas","Trego",2018,181,140,40,1,0,0,0,130,61,43,0,1,162,1,16,1
"Kansas","Wyandotte",2018,181,120,61,0,0,0,0,100,67,44,0,5,98,0,78,0
"Kentucky","Bell",2018,92,77,15,0,0,0,0,84,58,43,0,0,61,0,31,0
"Kentucky","Boone",2018,60,55,5,0,0,0,0,61,49,40,0,0,60,0,0,0
"Kentucky","Boyd",2018,161,142,19,0,0,0,0,84,51,38,0,5,55,0,98,3
"Kentucky","Bullitt",2018,58,52,6,0,0,0,0,58,51,39,0,0,58,0,0,0
"Kentucky","Campbell",2018,148,131,17,0,0,0,0,70,52,37,0,4,48,1,95,0
"Kentucky","Carter",2018,120,107,13,0,0,0,0,80,54,36,0,0,55,0,64,1
"Kentucky","Christian",2018,117,100,17,0,0,0,0,76,55,40,0,0,58,0,59,0
"Kentucky","Daviess",2018,161,132,29,0,0,0,0,79,56,39,0,16,42,1,102,0
"Kentucky","Edmonson",2018,244,223,21,0,0,0,0,87,50,39,2,0,211,1,30,0
"Kentucky","Fayette",2018,152,138,14,0,0,0,0,61,50,36,0,7,50,0,91,4
"Kentucky","Greenup",2018,120,118,2,0,0,0,0,58,43,27,0,0,60,60,0,0
"Kentucky","Hancock",2018,32,32,0,0,0,0,0,47,45,37,0,0,32,0,0,0
"Kentucky","Hardin",2018,153,135,18,0,0,0,0,77,53,39,0,0,50,0,103,0
"Kentucky","Henderson",2018,161,119,33,9,0,0,0,120,67,40,0,0,34,24,102,1
"Kentucky","Jefferson",2018,182,111,67,4,0,0,0,147,74,45,1,10,94,0,77,0
"Kentucky","Jessamine",2018,117,111,6,0,0,0,0,64,45,31,0,0,61,56,0,0
"Kentucky","Livingston",2018,90,85,5,0,0,0,0,61,48,35,0,0,61,0,0,29
"Kentucky","McCracken",2018,157,111,46,0,0,0,0,74,58,42,0,1,36,0,118,2
"Kentucky","Morgan",2018,243,217,26,0,0,0,0,80,51,37,0,0,243,0,0,0
"Kentucky","Oldham",2018,61,57,4,0,0,0,0,58,49,40,0,0,61,0,0,0
"Kentucky","Perry",2018,139,117,22,0,0,0,0,74,54,39,0,0,44,0,95,0
"Kentucky","Pike",2018,155,136,19,0,0,0,0,84,54,36,0,0,48,0,107,0
"Kentucky","Pulaski",2018,122,105,17,0,0,0,0,67,52,39,0,0,60,0,62,0
"Kentucky","Simpson",2018,60,55,5,0,0,0,0,67,49,39,0,0,60,0,0,0
"Kentucky","Trigg",2018,227,204,23,0,0,0,0,87,51,39,0,0,227,0,0,0
"Kentucky","Warren",2018,155,133,22,0,0,0,0,74,53,38,0,0,44,0,111,0
"Kentucky","Washington",2018,239,206,33,0,0,0,0,77,54,39,0,0,239,0,0,0
"Louisiana","Ascension",2018,273,235,35,3,0,0,0,122,54,33,0,3,270,0,0,0
"Louisiana","Bossier",2018,273,216,57,0,0,0,0,96,67,39,0,0,213,0,57,3
"Louisiana","Caddo",2018,270,205,63,2,0,0,0,128,64,40,0,0,222,0,48,0
"Louisiana","Calcasieu",2018,273,154,113,6,0,0,0,108,71,48,0,1,86,4,182,0
"Louisiana","East Baton Rouge",2018,274,178,86,10,0,0,0,126,73,44,1,1,134,2,135,1
"Louisiana","Iberville",2018,273,206,59,7,1,0,0,153,71,40,0,0,245,0,28,0
"Louisiana","Jefferson",2018,273,194,78,1,0,0,0,101,65,43,0,1,129,0,143,0
"Louisiana","Lafayette",2018,273,188,85,0,0,0,0,97,64,42,0,0,146,0,127,0
"Louisiana","Lafourche",2018,272,244,28,0,0,0,0,90,51,34,0,0,235,0,37,0
"Louisiana","Livingston",2018,273,198,75,0,0,0,0,100,63,41,0,0,142,0,131,0
"Louisiana","Orleans",2018,274,213,61,0,0,0,0,85,60,37,1,28,0,0,241,4
"Louisiana","Ouachita",2018,271,247,24,0,0,0,0,100,48,35,0,0,231,0,40,0
"Louisiana","Pointe Coupee",2018,264,236,28,0,0,0,0,97,51,32,0,0,264,0,0,0
"Louisiana","Rapides",2018,88,72,16,0,0,0,0,91,59,33,0,0,0,0,88,0
"Louisiana","St. Bernard",2018,273,176,94,3,0,0,0,112,68,42,0,0,157,2,113,1
"Louisiana","St. Charles",2018,273,266,6,1,0,0,0,110,24,3,0,0,0,273,0,0
"Louisiana","St. James",2018,273,259,14,0,0,0,0,93,46,28,0,0,272,1,0,0
"Louisiana","St. John the Baptist",2018,267,245,21,1,0,0,0,108,50,31,0,0,267,0,0,0
"Louisiana","St. Martin",2018,266,236,30,0,0,0,0,97,54,34,0,0,266,0,0,0
"Louisiana","St. Tammany",2018,273,223,49,1,0,0,0,101,61,37,0,0,197,0,76,0
"Louisiana","Tangipahoa",2018,93,78,15,0,0,0,0,78,54,28,0,0,0,0,93,0
"Louisiana","Terrebonne",2018,89,78,11,0,0,0,0,70,53,28,0,0,0,0,89,0
"Louisiana","West Baton Rouge",2018,273,191,79,3,0,0,0,129,64,40,0,6,120,2,145,0
"Maine","Androscoggin",2018,304,281,23,0,0,0,0,84,48,33,0,0,192,0,111,1
"Maine","Aroostook",2018,243,208,34,0,1,0,0,170,55,39,0,0,143,0,100,0
"Maine","Cumberland",2018,305,269,36,0,0,0,0,100,53,37,1,13,230,0,59,2
"Maine","Hancock",2018,305,279,25,1,0,0,0,122,49,39,1,0,294,0,10,0
"Maine","Kennebec",2018,297,281,16,0,0,0,0,90,47,32,0,66,218,1,9,3
"Maine","Knox",2018,219,209,9,1,0,0,0,112,45,36,0,0,219,0,0,0
"Maine","Oxford",2018,298,265,33,0,0,0,0,93,52,34,0,0,182,0,116,0
"Maine","Penobscot",2018,304,279,25,0,0,0,0,97,49,34,0,0,197,0,104,3
"Maine","Washington",2018,274,262,11,1,0,0,0,122,47,38,0,0,274,0,0,0
"Maine","York",2018,227,207,18,2,0,0,0,119,49,40,0,0,227,0,0,0
"Maryland","Allegany",2018,181,139,25,14,3,0,0,200,100,13,0,0,0,181,0,0
"Maryland","Anne Arundel",2018,291,217,65,9,0,0,0,140,74,39,0,0,237,45,0,9
"Maryland","Baltimore",2018,304,229,72,3,0,0,0,115,67,42,0,5,226,0,73,0
"Maryland","Baltimore (City)",2018,267,177,87,3,0,0,0,119,67,44,0,10,99,0,158,0
"Maryland","Calvert",2018,122,95,27,0,0,0,0,100,64,43,0,0,122,0,0,0
"Maryland","Carroll",2018,121,94,27,0,0,0,0,97,64,43,0,0,121,0,0,0
"Maryland","Cecil",2018,301,237,57,7,0,0,0,129,62,40,0,0,191,0,110,0
"Maryland","Charles",2018,119,93,26,0,0,0,0,97,64,44,0,0,119,0,0,0
"Maryland","Dorchester",2018,273,218,53,2,0,0,0,147,64,40,0,0,216,0,57,0
"Maryland","Frederick",2018,122,93,29,0,0,0,0,97,64,44,0,0,122,0,0,0
"Maryland","Garrett",2018,271,235,36,0,0,0,0,97,54,40,1,0,249,0,21,0
"Maryland","Harford",2018,302,235,57,10,0,0,0,150,67,39,0,0,236,0,66,0
"Maryland","Howard",2018,273,224,49,0,0,0,0,75,55,35,0,49,0,0,224,0
"Maryland","Kent",2018,273,221,50,2,0,0,0,108,58,38,0,0,115,0,158,0
"Maryland","Montgomery",2018,293,238,54,1,0,0,0,112,59,40,0,0,213,0,80,0
"Maryland","Prince George's",2018,304,222,74,7,1,0,0,166,74,42,0,3,258,0,43,0
"Maryland","Washington",2018,300,244,56,0,0,0,0,93,61,40,0,0,203,0,97,0
"Massachusetts","Barnstable",2018,267,246,17,4,0,0,0,133,48,37,0,0,266,0,1,0
"Massachusetts","Berkshire",2018,273,226,46,1,0,0,0,122,55,32,0,0,41,0,232,0
"Massachusetts","Bristol",2018,273,215,48,10,0,0,0,133,61,42,0,0,226,0,47,0
"Massachusetts","Dukes",2018,270,243,24,3,0,0,0,108,51,39,0,0,269,0,1,0
"Massachusetts","Essex",2018,273,225,44,4,0,0,0,115,58,41,0,2,201,0,70,0
"Massachusetts","Franklin",2018,273,236,37,0,0,0,0,100,54,38,0,0,222,0,51,0
"Massachusetts","Hampden",2018,274,209,63,2,0,0,0,126,61,40,1,16,184,0,73,0
"Massachusetts","Hampshire",2018,271,232,37,2,0,0,0,122,54,38,0,5,225,0,41,0
"Massachusetts","Middlesex",2018,273,245,28,0,0,0,0,97,51,37,0,0,229,0,44,0
"Massachusetts","Norfolk",2018,263,248,14,1,0,0,0,105,46,35,0,12,251,0,0,0
"Massachusetts","Plymouth",2018,272,237,32,3,0,0,0,126,54,39,0,0,216,0,56,0
"Massachusetts","Suffolk",2018,274,164,109,1,0,0,0,108,65,46,1,7,52,0,214,0
"Massachusetts","Worcester",2018,274,223,47,4,0,0,0,129,59,40,1,6,210,0,57,0
"Michigan","Allegan",2018,143,113,25,5,0,0,0,150,75,41,0,0,117,0,26,0
"Michigan","Bay",2018,177,164,13,0,0,0,0,63,48,28,0,0,0,0,177,0
"Michigan","Benzie",2018,122,103,17,1,1,0,0,154,58,42,0,0,122,0,0,0
"Michigan","Berrien",2018,122,98,18,6,0,0,0,126,71,43,0,0,122,0,0,0
"Michigan","Cass",2018,121,95,20,6,0,0,0,119,67,44,0,0,121,0,0,0
"Michigan","Chippewa",2018,92,83,9,0,0,0,0,70,49,37,0,0,17,0,75,0
"Michigan","Clinton",2018,122,100,18,4,0,0,0,143,74,43,0,0,122,0,0,0
"Michigan","Genesee",2018,179,144,32,3,0,0,0,122,64,39,0,0,113,0,66,0
"Michigan","Huron",2018,118,102,14,2,0,0,0,122,58,40,0,0,118,0,0,0
"Michigan","Ingham",2018,158,133,23,2,0,0,0,147,56,38,0,0,102,0,56,0
"Michigan","Kalamazoo",2018,176,136,37,3,0,0,0,115,67,43,0,0,107,0,69,0
"Michigan","Kent",2018,198,166,29,3,0,0,0,115,61,40,1,0,129,0,53,15
"Michigan","Keweenaw",2018,20,20,0,0,0,0,0,49,20,11,0,0,0,0,20,0
"Michigan","Lenawee",2018,181,145,33,3,0,0,0,115,67,40,0,0,110,0,71,0
"Michigan","Macomb",2018,155,125,24,6,0,0,0,143,71,40,0,0,137,0,18,0
"Michigan","Manistee",2018,118,106,11,1,0,0,0,112,52,35,0,0,86,0,32,0
"Michigan","Mason",2018,122,104,17,1,0,0,0,133,54,40,0,0,122,0,0,0
"Michigan","Missaukee",2018,182,158,24,0,0,0,0,97,54,41,0,0,171,0,11,0
"Michigan","Monroe",2018,192,191,1,0,0,0,0,59,14,1,0,0,0,151,0,41
"Michigan","Muskegon",2018,121,99,18,3,1,0,0,174,74,42,0,0,121,0,0,0
"Michigan","Oakland",2018,137,106,25,6,0,0,0,140,71,41,0,0,114,0,23,0
"Michigan","Ottawa",2018,197,170,24,3,0,0,0,115,64,38,0,0,120,39,20,18
"Michigan","Schoolcraft",2018,182,165,16,1,0,0,0,101,50,38,0,0,116,0,66,0
"Michigan","St. Clair",2018,212,152,49,10,1,0,0,151,79,41,0,0,79,83,50,0
"Michigan","Tuscola",2018,241,209,31,1,0,0,0,105,58,39,0,0,241,0,0,0
"Michigan","Washtenaw",2018,243,186,52,5,0,0,0,150,70,42,0,0,198,0,45,0
"Michigan","Wayne",2018,273,172,97,4,0,0,0,129,75,44,0,44,51,20,86,72
"Michigan","Wexford",2018,235,209,24,2,0,0,0,122,51,40,0,0,235,0,0,0
"Minnesota","Anoka",2018,182,118,63,1,0,0,0,115,67,44,1,3,109,0,69,0
"Minnesota","Becker",2018,181,159,22,0,0,0,0,100,54,39,0,0,99,0,82,0
"Minnesota","Beltrami",2018,169,164,5,0,0,0,0,58,40,23,0,0,0,0,169,0
"Minnesota","Carlton",2018,179,169,10,0,0,0,0,74,46,31,0,0,78,0,101,0
"Minnesota","Cass",2018,176,159,17,0,0,0,0,77,49,27,0,0,0,0,176,0
"Minnesota","Cook",2018,178,175,3,0,0,0,0,57,29,18,0,0,0,0,178,0
"Minnesota","Crow Wing",2018,179,160,19,0,0,0,0,77,54,40,0,0,97,0,82,0
"Minnesota","Dakota",2018,182,156,26,0,0,0,0,76,53,33,1,39,0,0,142,0
"Minnesota","Goodhue",2018,104,80,23,1,0,0,0,133,61,44,0,0,104,0,0,0
"Minnesota","Hennepin",2018,182,104,77,1,0,0,0,104,64,47,1,8,40,0,81,52
"Minnesota","Lake",2018,181,156,25,0,0,0,0,75,55,42,0,0,93,0,46,42
"Minnesota","Lyon",2018,181,159,22,0,0,0,0,84,52,37,0,0,110,0,71,0
"Minnesota","Mille Lacs",2018,109,90,19,0,0,0,0,74,54,43,0,0,109,0,0,0
"Minnesota","Olmsted",2018,181,142,39,0,0,0,0,87,55,42,0,0,92,0,89,0
"Minnesota","Ramsey",2018,181,140,41,0,0,0,0,79,58,38,0,0,0,0,160,21
"Minnesota","Saint Louis",2018,243,209,34,0,0,0,0,87,54,38,0,0,211,0,24,8
"Minnesota","Scott",2018,173,146,25,2,0,0,0,112,55,40,0,0,152,0,21,0
"Minnesota","Stearns",2018,181,143,37,1,0,0,0,101,61,42,0,0,106,0,75,0
"Minnesota","Washington",2018,181,99,82,0,0,0,0,90,65,48,0,0,47,1,99,34
"Minnesota","Winona",2018,20,18,2,0,0,0,0,61,54,30,0,0,0,0,20,0
"Minnesota","Wright",2018,181,143,35,3,0,0,0,122,64,43,0,0,109,0,72,0
"Mississippi","Bolivar",2018,134,87,45,2,0,0,0,129,74,47,0,0,88,0,46,0
"Mississippi","DeSoto",2018,181,123,55,2,1,0,0,159,61,44,0,0,64,0,117,0
"Mississippi","Forrest",2018,177,138,38,1,0,0,0,119,58,38,0,0,0,0,177,0
"Mississippi","Grenada",2018,51,49,2,0,0,0,0,62,45,26,0,0,0,0,51,0
"Mississippi","Hancock",2018,181,149,31,1,0,0,0,102,60,39,0,0,90,0,91,0
"Mississippi","Harrison",2018,181,138,40,3,0,0,0,115,71,42,0,0,93,0,88,0
"Mississippi","Hinds",2018,182,121,61,0,0,0,0,100,67,46,1,1,92,0,88,0
"Mississippi","Jackson",2018,181,137,42,2,0,0,0,105,61,42,0,0,88,0,93,0
"Mississippi","Lauderdale",2018,122,95,27,0,0,0,0,87,67,41,0,0,122,0,0,0
"Mississippi","Lee",2018,120,103,17,0,0,0,0,80,54,42,0,0,120,0,0,0
"Mississippi","Yalobusha",2018,228,221,7,0,0,0,0,71,46,32,0,0,228,0,0,0
"Missouri","Andrew",2018,122,81,40,1,0,0,0,112,80,44,0,0,122,0,0,0
"Missouri","Boone",2018,122,97,24,1,0,0,0,105,67,43,0,0,122,0,0,0
"Missouri","Buchanan",2018,179,139,40,0,0,0,0,69,56,38,0,0,0,0,153,26
"Missouri","Callaway",2018,122,99,23,0,0,0,0,90,64,42,0,0,122,0,0,0
"Missouri","Cass",2018,181,136,45,0,0,0,0,97,61,42,0,0,100,0,81,0
"Missouri","Cedar",2018,181,143,38,0,0,0,0,84,58,42,0,0,92,0,89,0
"Missouri","Clay",2018,180,132,41,7,0,0,0,147,77,42,0,0,112,0,68,0
"Missouri","Clinton",2018,122,88,33,1,0,0,0,143,77,44,0,0,122,0,0,0
"Missouri","Franklin",2018,181,179,2,0,0,0,0,76,21,3,0,0,0,181,0,0
"Missouri","Greene",2018,181,137,44,0,0,0,0,93,59,43,0,0,94,0,81,6
"Missouri","Iron",2018,181,170,11,0,0,0,0,87,44,19,0,0,0,181,0,0
"Missouri","Jackson",2018,181,148,33,0,0,0,0,70,54,38,0,34,0,0,128,19
"Missouri","Jasper",2018,181,141,40,0,0,0,0,95,60,41,0,0,111,0,0,70
"Missouri","Jefferson",2018,181,133,47,1,0,0,0,101,62,43,0,0,96,2,80,3
"Missouri","Lincoln",2018,122,98,23,1,0,0,0,122,71,43,0,0,122,0,0,0
"Missouri","Monroe",2018,181,157,23,1,0,0,0,105,54,38,0,0,181,0,0,0
"Missouri","New Madrid",2018,181,181,0,0,0,0,0,33,6,1,0,0,0,181,0,0
"Missouri","Perry",2018,122,87,34,1,0,0,0,126,71,43,0,0,122,0,0,0
"Missouri","Saint Charles",2018,181,144,33,4,0,0,0,147,71,41,0,0,120,61,0,0
"Missouri","Saint Louis",2018,181,118,59,4,0,0,0,112,71,45,0,8,88,0,85,0
"Missouri","Sainte Genevieve",2018,122,98,24,0,0,0,0,97,61,43,0,0,122,0,0,0
"Missouri","St. Louis City",2018,181,97,78,5,1,0,0,182,74,49,0,14,73,0,87,7
"Missouri","Stoddard",2018,19,17,2,0,0,0,0,67,60,22,0,0,0,0,19,0
"Missouri","Taney",2018,20,19,1,0,0,0,0,58,37,20,0,0,0,0,20,0
"Montana","Cascade",2018,181,177,4,0,0,0,0,53,38,25,0,0,0,0,181,0
"Montana","Fergus",2018,181,170,11,0,0,0,0,74,48,42,0,0,179,0,1,1
"Montana","Flathead",2018,232,205,27,0,0,0,0,80,51,40,0,0,190,0,25,17
"Montana","Gallatin",2018,244,211,30,3,0,0,0,134,55,24,1,6,0,0,237,0
"Montana","Lake",2018,20,20,0,0,0,0,0,8,7,2,0,0,0,0,20,0
"Montana","Lewis and Clark",2018,211,166,37,6,2,0,0,154,61,44,0,0,137,0,74,0
"Montana","Lincoln",2018,181,123,57,1,0,0,0,104,66,38,0,0,0,0,179,2
"Montana","Missoula",2018,181,115,66,0,0,0,0,92,76,45,0,0,99,0,82,0
"Montana","Phillips",2018,181,169,12,0,0,0,0,64,49,41,0,1,169,0,11,0
"Montana","Powder River",2018,180,158,21,1,0,0,0,108,54,41,0,0,140,0,32,8
"Montana","Powell",2018,19,19,0,0,0,0,0,9,8,3,0,0,0,0,19,0
"Montana","Ravalli",2018,163,148,15,0,0,0,0,87,47,13,0,0,0,0,163,0
"Montana","Richland",2018,181,149,32,0,0,0,0,71,58,43,0,0,173,0,8,0
"Montana","Roosevelt",2018,17,17,0,0,0,0,0,36,25,9,0,0,0,0,17,0
"Montana","Rosebud",2018,181,180,1,0,0,0,0,58,45,40,0,0,174,0,5,2
"Montana","Sanders",2018,181,174,6,1,0,0,0,120,40,23,0,0,0,0,171,10
"Montana","Sheridan",2018,16,16,0,0,0,0,0,39,31,5,0,0,0,0,16,0
"Montana","Silver Bow",2018,191,171,20,0,0,0,0,75,51,15,0,0,0,0,100,91
"Montana","Yellowstone",2018,180,163,17,0,0,0,0,83,48,26,0,0,0,19,161,0
"Nebraska","Cass",2018,284,280,4,0,0,0,0,57,31,16,0,0,0,0,0,284
"Nebraska","Douglas",2018,274,176,94,4,0,0,0,108,71,46,1,0,158,3,109,3
"Nebraska","Hall",2018,84,77,7,0,0,0,0,68,47,26,0,0,0,0,84,0
"Nebraska","Knox",2018,236,208,28,0,0,0,0,93,54,39,0,0,236,0,0,0
"Nebraska","Lancaster",2018,273,238,35,0,0,0,0,78,54,36,0,0,191,41,41,0
"Nebraska","Sarpy",2018,261,209,52,0,0,0,0,93,56,36,0,0,0,0,261,0
"Nebraska","Scotts Bluff",2018,87,79,8,0,0,0,0,71,49,25,0,0,0,0,87,0
"Nebraska","Thomas",2018,18,16,2,0,0,0,0,57,52,8,0,0,0,0,18,0
"Nebraska","Washington",2018,87,75,12,0,0,0,0,94,52,30,0,0,0,0,87,0
"Nevada","Carson City",2018,181,145,36,0,0,0,0,90,58,45,0,0,164,0,17,0
"Nevada","Churchill",2018,155,128,27,0,0,0,0,84,61,44,0,0,155,0,0,0
"Nevada","Clark",2018,274,79,146,48,1,0,0,154,112,67,1,41,189,0,33,10
"Nevada","Douglas",2018,180,174,5,1,0,0,0,122,31,11,0,0,0,0,180,0
"Nevada","Elko",2018,181,179,2,0,0,0,0,96,23,13,0,0,0,0,0,181
"Nevada","Lyon",2018,180,165,15,0,0,0,0,71,50,41,0,0,180,0,0,0
"Nevada","Nye",2018,181,174,7,0,0,0,0,99,32,16,0,0,0,0,0,181
"Nevada","Washoe",2018,274,141,114,19,0,0,0,146,90,50,1,7,223,0,28,15
"Nevada","White Pine",2018,236,148,82,6,0,0,0,108,77,47,0,0,233,0,3,0
"New Hampshire","Belknap",2018,180,167,13,0,0,0,0,80,48,39,0,0,120,0,60,0
"New Hampshire","Cheshire",2018,181,156,25,0,0,0,0,84,56,39,0,0,138,0,43,0
"New Hampshire","Coos",2018,151,112,36,3,0,0,0,115,74,46,0,0,136,0,15,0
"New Hampshire","Grafton",2018,243,226,17,0,0,0,0,90,47,38,0,0,209,0,34,0
"New Hampshire","Hillsborough",2018,182,163,19,0,0,0,0,97,51,41,1,0,175,0,6,0
"New Hampshire","Merrimack",2018,181,173,8,0,0,0,0,87,45,37,0,0,121,60,0,0
"New Hampshire","Rockingham",2018,182,165,16,1,0,0,0,105,50,41,1,0,159,0,22,0
"New Jersey","Atlantic",2018,181,161,19,1,0,0,0,112,54,40,0,0,145,0,36,0
"New Jersey","Bergen",2018,182,97,79,6,0,0,0,122,75,48,2,45,49,0,86,0
"New Jersey","Camden",2018,182,111,69,2,0,0,0,115,66,45,1,3,84,0,94,0
"New Jersey","Cumberland",2018,181,160,21,0,0,0,0,87,52,38,0,6,122,0,53,0
"New Jersey","Essex",2018,182,140,40,2,0,0,0,112,63,40,1,20,97,0,64,0
"New Jersey","Gloucester",2018,139,110,26,3,0,0,0,129,67,41,0,0,117,0,22,0
"New Jersey","Hudson",2018,182,118,60,4,0,0,0,129,70,45,1,55,57,0,69,0
"New Jersey","Hunterdon",2018,175,135,37,3,0,0,0,105,63,41,0,0,124,0,51,0
"New Jersey","Mercer",2018,239,175,58,5,1,0,0,187,71,42,0,0,177,0,62,0
"New Jersey","Middlesex",2018,181,140,38,3,0,0,0,126,61,39,0,13,115,0,53,0
"New Jersey","Monmouth",2018,122,112,10,0,0,0,0,100,47,34,0,0,122,0,0,0
"New Jersey","Morris",2018,181,156,23,2,0,0,0,108,54,38,0,8,165,0,8,0
"New Jersey","Ocean",2018,181,149,28,4,0,0,0,126,61,39,0,0,112,0,69,0
"New Jersey","Passaic",2018,139,115,22,2,0,0,0,115,67,41,0,0,114,0,25,0
"New Jersey","Union",2018,182,124,58,0,0,0,0,95,60,43,2,53,0,0,127,0
"New Jersey","Warren",2018,173,135,37,1,0,0,0,112,63,39,0,16,92,0,65,0
"New Mexico","Bernalillo",2018,273,101,155,16,1,0,0,165,90,58,0,0,215,0,13,45
"New Mexico","Catron",2018,19,19,0,0,0,0,0,8,8,4,0,0,0,0,19,0
"New Mexico","Chaves",2018,20,19,1,0,0,0,0,57,46,14,0,0,0,0,20,0
"New Mexico","Dona Ana",2018,273,151,109,10,3,0,0,187,87,48,0,17,63,0,92,101
"New Mexico","Eddy",2018,181,108,68,3,2,0,0,177,84,49,0,4,177,0,0,0
"New Mexico","Lea",2018,273,174,96,3,0,0,0,143,77,45,0,1,151,0,121,0
"New Mexico","Lincoln",2018,20,20,0,0,0,0,0,16,11,7,0,0,0,0,20,0
"New Mexico","Los Alamos",2018,20,20,0,0,0,0,0,11,11,6,0,0,0,0,20,0
"New Mexico","Luna",2018,270,256,11,3,0,0,0,137,38,19,0,0,0,0,0,270
"New Mexico","Rio Arriba",2018,180,106,72,2,0,0,0,115,84,49,0,0,180,0,0,0
"New Mexico","San Juan",2018,273,143,122,8,0,0,0,112,90,50,0,0,243,0,0,30
"New Mexico","Sandoval",2018,177,108,65,4,0,0,0,105,84,47,0,0,177,0,0,0
"New Mexico","Santa Fe",2018,269,225,41,3,0,0,0,122,64,39,0,0,177,0,92,0
"New Mexico","Socorro",2018,13,13,0,0,0,0,0,15,14,8,0,0,0,0,13,0
"New Mexico","Taos",2018,273,262,11,0,0,0,0,60,37,23,0,0,0,0,273,0
"New Mexico","Valencia",2018,178,112,65,1,0,0,0,101,77,46,0,0,178,0,0,0
"New York","Albany",2018,274,217,55,2,0,0,0,112,60,39,1,0,182,0,91,0
"New York","Bronx",2018,274,204,61,9,0,0,0,150,68,42,1,48,149,0,76,0
"New York","Chautauqua",2018,271,222,45,4,0,0,0,126,67,40,0,0,255,3,13,0
"New York","Dutchess",2018,272,250,20,1,1,0,0,156,49,35,0,0,259,13,0,0
"New York","Erie",2018,274,194,78,2,0,0,0,112,70,42,1,11,176,0,86,0
"New York","Essex",2018,273,227,44,2,0,0,0,108,61,42,0,0,271,0,2,0
"New York","Franklin",2018,271,271,0,0,0,0,0,24,0,0,0,0,0,271,0,0
"New York","Hamilton",2018,268,257,11,0,0,0,0,97,47,36,0,0,265,3,0,0
"New York","Herkimer",2018,248,236,12,0,0,0,0,93,48,36,0,0,245,3,0,0
"New York","Jefferson",2018,270,248,20,2,0,0,0,105,48,36,0,0,270,0,0,0
"New York","Kings",2018,273,241,32,0,0,0,0,80,53,26,0,0,0,0,273,0
"New York","Monroe",2018,274,220,50,4,0,0,0,108,61,38,1,4,180,0,89,0
